,0
0,"2016-09-01,AHMEDABAD,20.0"
1,"2016-09-02,AHMEDABAD,18.0"
2,"2016-09-03,AHMEDABAD,16.0"
3,"2016-09-04,AHMEDABAD,0"
4,"2016-09-05,AHMEDABAD,16.0"
5,"2016-09-06,AHMEDABAD,16.0"
6,"2016-09-07,AHMEDABAD,18.0"
7,"2016-09-08,AHMEDABAD,18.0"
8,"2016-09-09,AHMEDABAD,15.0"
9,"2016-09-10,AHMEDABAD,15.0"
10,"2016-09-11,AHMEDABAD,0"
11,"2016-09-12,AHMEDABAD,15.0"
12,"2016-09-13,AHMEDABAD,0"
13,"2016-09-14,AHMEDABAD,18.0"
14,"2016-09-15,AHMEDABAD,16.0"
15,"2016-09-16,AHMEDABAD,16.0"
16,"2016-09-17,AHMEDABAD,16.0"
17,"2016-09-18,AHMEDABAD,0"
18,"2016-09-19,AHMEDABAD,16.0"
19,"2016-09-20,AHMEDABAD,16.0"
20,"2016-09-21,AHMEDABAD,16.0"
21,"2016-09-22,AHMEDABAD,16.0"
22,"2016-09-23,AHMEDABAD,16.0"
23,"2016-09-24,AHMEDABAD,16.0"
24,"2016-09-25,AHMEDABAD,0"
25,"2016-09-26,AHMEDABAD,16.0"
26,"2016-09-27,AHMEDABAD,0"
27,"2016-09-28,AHMEDABAD,16.0"
28,"2016-09-29,AHMEDABAD,16.0"
29,"2016-09-30,AHMEDABAD,16.0"
